request,level,chain_id,start_time,end_time
36,1,2,10:27:21.774730 30/07/2026,10:27:35.974528 30/07/2026
37,0,2,10:27:35.979057 30/07/2026,10:27:41.001196 30/07/2026
38,0,2,10:27:41.008632 30/07/2026,10:27:42.058938 30/07/2026
39,0,2,10:27:42.063364 30/07/2026,10:27:46.089423 30/07/2026
40,0,2,10:27:46.093610 30/07/2026,10:27:49.126489 30/07/2026
41,0,2,10:27:49.133614 30/07/2026,10:27:52.189754 30/07/2026
42,1,2,10:27:52.193335 30/07/2026,10:28:06.389236 30/07/2026
43,0,2,10:28:06.394297 30/07/2026,10:28:08.450623 30/07/2026
44,0,2,10:28:08.456065 30/07/2026,10:28:08.458004 30/07/2026
45,0,2,10:28:08.461194 30/07/2026,10:28:12.481832 30/07/2026
46,0,2,10:28:12.486617 30/07/2026,10:28:12.488781 30/07/2026
47,0,2,10:28:12.491393 30/07/2026,10:28:12.493081 30/07/2026
48,0,2,10:28:12.495081 30/07/2026,10:28:17.516604 30/07/2026
49,0,2,10:28:17.521338 30/07/2026,10:28:20.566308 30/07/2026
50,0,2,10:28:20.570634 30/07/2026,10:28:25.594553 30/07/2026
51,0,2,10:28:25.598253 30/07/2026,10:28:30.610192 30/07/2026
52,0,2,10:28:30.613728 30/07/2026,10:28:35.626779 30/07/2026
53,0,2,10:28:35.630341 30/07/2026,10:28:35.632029 30/07/2026
54,0,2,10:28:35.633859 30/07/2026,10:28:39.684782 30/07/2026
55,0,2,10:28:39.689974 30/07/2026,10:28:42.718692 30/07/2026
56,0,2,10:28:42.723404 30/07/2026,10:28:44.730408 30/07/2026
57,0,2,10:28:44.734172 30/07/2026,10:28:45.749090 30/07/2026
58,0,2,10:28:45.752280 30/07/2026,10:28:50.803944 30/07/2026
59,0,2,10:28:50.808182 30/07/2026,10:28:52.827974 30/07/2026
60,0,2,10:28:52.832831 30/07/2026,10:28:57.846869 30/07/2026
61,0,2,10:28:57.855472 30/07/2026,10:28:57.858478 30/07/2026
62,0,2,10:28:57.863227 30/07/2026,10:28:58.920479 30/07/2026
63,1,2,10:28:58.924347 30/07/2026,10:29:13.269800 30/07/2026
64,0,2,10:29:13.274004 30/07/2026,10:29:14.331903 30/07/2026
65,0,2,10:29:14.335968 30/07/2026,10:29:15.371690 30/07/2026
66,0,2,10:29:15.375769 30/07/2026,10:29:16.378023 30/07/2026
67,0,2,10:29:16.382059 30/07/2026,10:29:20.423967 30/07/2026
68,0,2,10:29:20.428303 30/07/2026,10:29:23.448378 30/07/2026
69,1,2,10:29:23.452176 30/07/2026,10:29:33.588513 30/07/2026
70,0,2,10:29:33.592021 30/07/2026,10:29:33.593660 30/07/2026
71,0,2,10:29:33.597158 30/07/2026,10:29:35.654708 30/07/2026
72,0,2,10:29:35.658828 30/07/2026,10:29:39.682224 30/07/2026
73,0,2,10:29:39.686195 30/07/2026,10:29:42.753543 30/07/2026
74,0,2,10:29:42.757805 30/07/2026,10:29:42.759473 30/07/2026
75,0,2,10:29:42.763147 30/07/2026,10:29:44.764770 30/07/2026
76,0,2,10:29:44.769098 30/07/2026,10:29:48.822904 30/07/2026
77,0,2,10:29:48.827658 30/07/2026,10:29:50.887686 30/07/2026
78,0,2,10:29:50.891115 30/07/2026,10:29:55.946747 30/07/2026
79,0,2,10:29:55.950286 30/07/2026,10:29:55.952095 30/07/2026
80,0,2,10:29:55.955405 30/07/2026,10:29:59.991533 30/07/2026
81,0,2,10:29:59.995116 30/07/2026,10:30:02.008687 30/07/2026
82,0,2,10:30:02.012774 30/07/2026,10:30:06.057463 30/07/2026
83,0,2,10:30:06.061392 30/07/2026,10:30:07.074177 30/07/2026
84,0,2,10:30:07.077953 30/07/2026,10:30:11.129668 30/07/2026
85,2,2,10:30:11.133338 30/07/2026,10:30:53.417481 30/07/2026
86,0,2,10:30:53.421869 30/07/2026,10:30:57.443388 30/07/2026
87,0,2,10:30:57.446961 30/07/2026,10:30:59.500758 30/07/2026
88,0,2,10:30:59.504473 30/07/2026,10:31:02.554605 30/07/2026
89,0,2,10:31:02.558569 30/07/2026,10:31:02.560580 30/07/2026
90,0,2,10:31:02.564855 30/07/2026,10:31:06.593616 30/07/2026
91,0,2,10:31:06.598870 30/07/2026,10:31:09.635469 30/07/2026
92,0,2,10:31:09.640690 30/07/2026,10:31:11.644787 30/07/2026
93,0,2,10:31:11.652636 30/07/2026,10:31:15.685925 30/07/2026
94,0,2,10:31:15.690934 30/07/2026,10:31:16.743791 30/07/2026
95,0,2,10:31:16.748399 30/07/2026,10:31:18.784791 30/07/2026
96,0,2,10:31:18.790548 30/07/2026,10:31:19.831846 30/07/2026
97,0,2,10:31:19.839238 30/07/2026,10:31:20.843409 30/07/2026
98,0,2,10:31:20.851128 30/07/2026,10:31:21.909454 30/07/2026
99,0,2,10:31:21.918209 30/07/2026,10:31:21.921409 30/07/2026
100,0,2,10:31:21.926225 30/07/2026,10:31:25.988715 30/07/2026
101,0,2,10:31:25.993973 30/07/2026,10:31:31.000651 30/07/2026
102,0,2,10:31:31.005372 30/07/2026,10:31:33.030358 30/07/2026
103,0,2,10:31:33.034388 30/07/2026,10:31:36.092663 30/07/2026
104,0,2,10:31:36.097905 30/07/2026,10:31:36.099923 30/07/2026
105,0,2,10:31:36.103144 30/07/2026,10:31:36.104522 30/07/2026
106,0,2,10:31:36.106983 30/07/2026,10:31:41.115918 30/07/2026
107,0,2,10:31:41.120749 30/07/2026,10:31:42.135195 30/07/2026
108,0,2,10:31:42.139163 30/07/2026,10:31:43.190789 30/07/2026
109,0,2,10:31:43.194412 30/07/2026,10:31:43.196166 30/07/2026
110,0,2,10:31:43.199388 30/07/2026,10:31:43.200839 30/07/2026
111,1,2,10:31:43.203916 30/07/2026,10:31:58.210222 30/07/2026
112,0,2,10:31:58.217796 30/07/2026,10:32:02.235531 30/07/2026
113,0,2,10:32:02.239159 30/07/2026,10:32:07.299258 30/07/2026
114,0,2,10:32:07.303694 30/07/2026,10:32:10.306017 30/07/2026
115,0,2,10:32:10.311195 30/07/2026,10:32:15.319278 30/07/2026
116,0,2,10:32:15.324786 30/07/2026,10:32:19.373888 30/07/2026
117,0,2,10:32:19.378486 30/07/2026,10:32:21.407363 30/07/2026
118,0,2,10:32:21.411598 30/07/2026,10:32:25.461471 30/07/2026
119,0,2,10:32:25.464721 30/07/2026,10:32:26.473179 30/07/2026
120,0,2,10:32:26.475658 30/07/2026,10:32:27.530932 30/07/2026
121,0,2,10:32:27.533679 30/07/2026,10:32:32.550408 30/07/2026
122,1,2,10:32:32.555109 30/07/2026,10:32:46.713062 30/07/2026
123,0,2,10:32:46.717330 30/07/2026,10:32:49.776696 30/07/2026
124,0,2,10:32:49.780968 30/07/2026,10:32:53.818540 30/07/2026
125,0,2,10:32:53.822409 30/07/2026,10:32:55.867043 30/07/2026
126,0,2,10:32:55.871607 30/07/2026,10:32:58.931271 30/07/2026
127,0,2,10:32:58.935027 30/07/2026,10:33:01.991003 30/07/2026
128,1,2,10:33:01.994618 30/07/2026,10:33:17.164426 30/07/2026
129,0,2,10:33:17.169026 30/07/2026,10:33:22.206523 30/07/2026
130,0,2,10:33:22.210826 30/07/2026,10:33:27.267323 30/07/2026
131,0,2,10:33:27.271477 30/07/2026,10:33:29.309545 30/07/2026
132,0,2,10:33:29.313661 30/07/2026,10:33:29.315525 30/07/2026
133,0,2,10:33:29.319282 30/07/2026,10:33:31.341646 30/07/2026
134,0,2,10:33:31.345612 30/07/2026,10:33:35.359910 30/07/2026
135,0,2,10:33:35.365242 30/07/2026,10:33:35.367168 30/07/2026
136,0,2,10:33:35.371059 30/07/2026,10:33:38.415741 30/07/2026
137,0,2,10:33:38.419642 30/07/2026,10:33:42.447087 30/07/2026
138,0,2,10:33:42.451637 30/07/2026,10:33:47.478383 30/07/2026
139,1,2,10:33:47.482743 30/07/2026,10:33:59.513729 30/07/2026
140,0,2,10:33:59.518378 30/07/2026,10:34:00.561352 30/07/2026
141,0,2,10:34:00.566091 30/07/2026,10:34:01.612611 30/07/2026
142,0,2,10:34:01.616626 30/07/2026,10:34:01.618294 30/07/2026
143,0,2,10:34:01.621403 30/07/2026,10:34:06.670803 30/07/2026
144,0,2,10:34:06.674854 30/07/2026,10:34:08.720614 30/07/2026
145,0,2,10:34:08.724638 30/07/2026,10:34:08.726278 30/07/2026
146,0,2,10:34:08.729342 30/07/2026,10:34:13.744670 30/07/2026
147,0,2,10:34:13.749505 30/07/2026,10:34:14.800875 30/07/2026
148,0,2,10:34:14.804727 30/07/2026,10:34:16.857374 30/07/2026
149,0,2,10:34:16.861115 30/07/2026,10:34:17.913571 30/07/2026
150,0,2,10:34:17.916446 30/07/2026,10:34:19.965290 30/07/2026
151,0,2,10:34:19.968993 30/07/2026,10:34:22.994521 30/07/2026
152,0,2,10:34:23.000243 30/07/2026,10:34:23.002309 30/07/2026
153,0,2,10:34:23.006386 30/07/2026,10:34:23.007815 30/07/2026
154,0,2,10:34:23.011093 30/07/2026,10:34:24.025457 30/07/2026
155,0,2,10:34:24.031478 30/07/2026,10:34:29.041984 30/07/2026
156,0,2,10:34:29.046880 30/07/2026,10:34:30.099214 30/07/2026
157,0,2,10:34:30.103827 30/07/2026,10:34:30.105657 30/07/2026
158,0,2,10:34:30.108800 30/07/2026,10:34:34.160033 30/07/2026
159,0,2,10:34:34.164479 30/07/2026,10:34:39.217444 30/07/2026
160,1,2,10:34:39.221474 30/07/2026,10:34:53.363397 30/07/2026
161,0,2,10:34:53.367212 30/07/2026,10:34:57.382684 30/07/2026
162,0,2,10:34:57.386456 30/07/2026,10:35:02.395540 30/07/2026
163,0,2,10:35:02.399117 30/07/2026,10:35:02.400677 30/07/2026
164,0,2,10:35:02.404398 30/07/2026,10:35:02.405822 30/07/2026
165,0,2,10:35:02.409269 30/07/2026,10:35:02.410953 30/07/2026
166,1,2,10:35:02.413830 30/07/2026,10:35:17.587228 30/07/2026
167,0,2,10:35:17.593472 30/07/2026,10:35:18.651263 30/07/2026
168,0,2,10:35:18.656017 30/07/2026,10:35:22.708891 30/07/2026
169,0,2,10:35:22.714217 30/07/2026,10:35:26.780283 30/07/2026
170,0,2,10:35:26.784937 30/07/2026,10:35:26.786759 30/07/2026
171,0,2,10:35:26.790411 30/07/2026,10:35:29.817869 30/07/2026
172,1,2,10:35:29.821437 30/07/2026,10:35:40.045252 30/07/2026
173,0,2,10:35:40.049247 30/07/2026,10:35:42.087462 30/07/2026
174,0,2,10:35:42.091820 30/07/2026,10:35:42.093666 30/07/2026
175,0,2,10:35:42.097140 30/07/2026,10:35:42.098696 30/07/2026
176,0,2,10:35:42.101194 30/07/2026,10:35:46.138358 30/07/2026
177,0,2,10:35:46.142409 30/07/2026,10:35:46.144162 30/07/2026
178,0,2,10:35:46.147997 30/07/2026,10:35:47.182391 30/07/2026
179,0,2,10:35:47.187146 30/07/2026,10:35:48.247702 30/07/2026
180,0,2,10:35:48.251855 30/07/2026,10:35:53.312327 30/07/2026
181,0,2,10:35:53.316482 30/07/2026,10:35:53.318334 30/07/2026
182,0,2,10:35:53.322127 30/07/2026,10:35:56.378905 30/07/2026
183,0,2,10:35:56.383239 30/07/2026,10:35:57.394859 30/07/2026
184,0,2,10:35:57.399300 30/07/2026,10:36:02.458050 30/07/2026
185,0,2,10:36:02.462100 30/07/2026,10:36:02.463837 30/07/2026
186,0,2,10:36:02.465950 30/07/2026,10:36:07.528111 30/07/2026
187,0,2,10:36:07.532345 30/07/2026,10:36:07.533930 30/07/2026
188,0,2,10:36:07.537791 30/07/2026,10:36:11.584267 30/07/2026
189,0,2,10:36:11.588747 30/07/2026,10:36:14.642470 30/07/2026
190,0,2,10:36:14.647846 30/07/2026,10:36:18.699185 30/07/2026
191,0,2,10:36:18.703425 30/07/2026,10:36:18.705184 30/07/2026
192,0,2,10:36:18.708499 30/07/2026,10:36:20.721514 30/07/2026
193,0,2,10:36:20.725540 30/07/2026,10:36:20.727302 30/07/2026
194,0,2,10:36:20.730738 30/07/2026,10:36:21.734854 30/07/2026
195,0,2,10:36:21.738974 30/07/2026,10:36:21.740801 30/07/2026
196,0,2,10:36:21.743403 30/07/2026,10:36:26.805996 30/07/2026
197,0,2,10:36:26.811004 30/07/2026,10:36:28.813917 30/07/2026
198,0,2,10:36:28.818536 30/07/2026,10:36:30.840987 30/07/2026
199,0,2,10:36:30.844941 30/07/2026,10:36:33.918613 30/07/2026
200,0,2,10:36:33.924414 30/07/2026,10:36:34.950606 30/07/2026
201,0,2,10:36:34.954535 30/07/2026,10:36:34.956464 30/07/2026
202,0,2,10:36:34.959524 30/07/2026,10:36:38.971875 30/07/2026
203,0,2,10:36:38.976847 30/07/2026,10:36:41.980424 30/07/2026
204,0,2,10:36:41.983497 30/07/2026,10:36:41.985205 30/07/2026
205,0,2,10:36:41.988156 30/07/2026,10:36:45.998176 30/07/2026
206,0,2,10:36:46.001927 30/07/2026,10:36:46.003735 30/07/2026
207,0,2,10:36:46.007127 30/07/2026,10:36:51.029992 30/07/2026
208,0,2,10:36:51.034615 30/07/2026,10:36:54.073513 30/07/2026
209,0,2,10:36:54.078676 30/07/2026,10:36:55.087352 30/07/2026
210,0,2,10:36:55.092023 30/07/2026,10:36:57.140768 30/07/2026
211,0,2,10:36:57.144706 30/07/2026,10:36:59.167022 30/07/2026
212,0,2,10:36:59.170908 30/07/2026,10:37:04.198611 30/07/2026
213,0,2,10:37:04.202876 30/07/2026,10:37:07.226920 30/07/2026
214,0,2,10:37:07.230807 30/07/2026,10:37:11.246154 30/07/2026
215,0,2,10:37:11.250182 30/07/2026,10:37:12.277188 30/07/2026
216,0,2,10:37:12.281590 30/07/2026,10:37:17.325117 30/07/2026
217,0,2,10:37:17.329169 30/07/2026,10:37:22.355562 30/07/2026
218,0,2,10:37:22.359578 30/07/2026,10:37:23.377923 30/07/2026
219,0,2,10:37:23.381877 30/07/2026,10:37:23.383572 30/07/2026
220,0,2,10:37:23.385962 30/07/2026,10:37:28.443157 30/07/2026
221,0,2,10:37:28.448540 30/07/2026,10:37:29.467651 30/07/2026
222,0,2,10:37:29.472358 30/07/2026,10:37:30.499081 30/07/2026
223,1,2,10:37:30.503227 30/07/2026,10:37:42.774654 30/07/2026
224,0,2,10:37:42.778045 30/07/2026,10:37:46.828101 30/07/2026
225,0,2,10:37:46.832512 30/07/2026,10:37:48.884099 30/07/2026
226,0,2,10:37:48.888068 30/07/2026,10:37:48.889767 30/07/2026
227,0,2,10:37:48.893365 30/07/2026,10:37:52.903323 30/07/2026
228,0,2,10:37:52.908140 30/07/2026,10:37:55.946626 30/07/2026
229,0,2,10:37:55.950315 30/07/2026,10:38:00.978381 30/07/2026
230,0,2,10:38:00.982619 30/07/2026,10:38:02.006161 30/07/2026
231,0,2,10:38:02.009935 30/07/2026,10:38:02.011670 30/07/2026
232,0,2,10:38:02.013598 30/07/2026,10:38:05.021762 30/07/2026
233,0,2,10:38:05.025854 30/07/2026,10:38:10.069213 30/07/2026
234,0,2,10:38:10.073278 30/07/2026,10:38:13.123517 30/07/2026
235,0,2,10:38:13.127991 30/07/2026,10:38:17.187391 30/07/2026
236,0,2,10:38:17.192266 30/07/2026,10:38:21.253345 30/07/2026
237,0,2,10:38:21.256972 30/07/2026,10:38:23.301803 30/07/2026
238,0,2,10:38:23.305390 30/07/2026,10:38:28.325425 30/07/2026
239,1,2,10:38:28.328254 30/07/2026,10:38:40.527395 30/07/2026
240,0,2,10:38:40.532709 30/07/2026,10:38:43.546747 30/07/2026
241,0,2,10:38:43.550697 30/07/2026,10:38:48.562951 30/07/2026
242,0,2,10:38:48.567278 30/07/2026,10:38:50.582127 30/07/2026
243,0,2,10:38:50.586015 30/07/2026,10:38:51.600013 30/07/2026
244,0,2,10:38:51.604376 30/07/2026,10:38:55.619076 30/07/2026
245,1,2,10:38:55.622706 30/07/2026,10:39:10.650416 30/07/2026
246,2,2,10:39:10.655405 30/07/2026,10:39:35.849005 30/07/2026
247,0,2,10:39:35.853666 30/07/2026,10:39:38.878248 30/07/2026
248,0,2,10:39:38.882620 30/07/2026,10:39:43.906295 30/07/2026
249,0,2,10:39:43.910607 30/07/2026,10:39:43.912531 30/07/2026
250,0,2,10:39:43.917018 30/07/2026,10:39:45.976781 30/07/2026
251,0,2,10:39:45.981064 30/07/2026,10:39:51.027138 30/07/2026
252,1,2,10:39:51.031041 30/07/2026,10:40:01.165167 30/07/2026
253,0,2,10:40:01.168879 30/07/2026,10:40:05.195182 30/07/2026
254,0,2,10:40:05.199040 30/07/2026,10:40:07.215328 30/07/2026
255,0,2,10:40:07.219177 30/07/2026,10:40:08.232157 30/07/2026
256,0,2,10:40:08.234844 30/07/2026,10:40:09.239699 30/07/2026
257,0,2,10:40:09.243725 30/07/2026,10:40:12.300338 30/07/2026
258,0,2,10:40:12.303999 30/07/2026,10:40:14.324912 30/07/2026
259,0,2,10:40:14.329702 30/07/2026,10:40:18.337739 30/07/2026
260,0,2,10:40:18.342209 30/07/2026,10:40:20.386174 30/07/2026
261,0,2,10:40:20.390948 30/07/2026,10:40:25.427140 30/07/2026
262,0,2,10:40:25.431114 30/07/2026,10:40:27.455748 30/07/2026
263,1,2,10:40:27.460319 30/07/2026,10:40:41.526376 30/07/2026
264,0,2,10:40:41.530923 30/07/2026,10:40:46.554613 30/07/2026
265,0,2,10:40:46.558767 30/07/2026,10:40:50.597043 30/07/2026
266,0,2,10:40:50.600820 30/07/2026,10:40:51.603084 30/07/2026
267,0,2,10:40:51.607314 30/07/2026,10:40:56.618658 30/07/2026
268,0,2,10:40:56.622596 30/07/2026,10:40:58.637670 30/07/2026
269,1,2,10:40:58.641775 30/07/2026,10:41:11.789193 30/07/2026
270,0,2,10:41:11.793518 30/07/2026,10:41:16.813681 30/07/2026
271,0,2,10:41:16.818614 30/07/2026,10:41:19.844648 30/07/2026
272,0,2,10:41:19.848842 30/07/2026,10:41:24.893976 30/07/2026
273,0,2,10:41:24.897609 30/07/2026,10:41:24.899200 30/07/2026
274,0,2,10:41:24.902794 30/07/2026,10:41:24.904268 30/07/2026
275,1,2,10:41:24.907509 30/07/2026,10:41:39.168957 30/07/2026
276,0,2,10:41:39.173205 30/07/2026,10:41:40.194714 30/07/2026
277,0,2,10:41:40.198837 30/07/2026,10:41:45.201886 30/07/2026
278,0,2,10:41:45.205833 30/07/2026,10:41:47.255393 30/07/2026
279,0,2,10:41:47.259351 30/07/2026,10:41:48.261312 30/07/2026
280,0,2,10:41:48.265111 30/07/2026,10:41:49.299975 30/07/2026
281,1,2,10:41:49.303670 30/07/2026,10:42:00.501164 30/07/2026
282,0,2,10:42:00.505975 30/07/2026,10:42:05.518483 30/07/2026
283,0,2,10:42:05.522166 30/07/2026,10:42:08.571670 30/07/2026
284,0,2,10:42:08.576101 30/07/2026,10:42:11.626731 30/07/2026
285,0,2,10:42:11.630872 30/07/2026,10:42:16.657740 30/07/2026
286,0,2,10:42:16.662665 30/07/2026,10:42:21.717014 30/07/2026
287,1,2,10:42:21.721315 30/07/2026,10:42:36.034245 30/07/2026
288,0,2,10:42:36.038308 30/07/2026,10:42:39.083691 30/07/2026
289,0,2,10:42:39.088323 30/07/2026,10:42:39.090032 30/07/2026
290,0,2,10:42:39.093838 30/07/2026,10:42:42.121512 30/07/2026
291,0,2,10:42:42.126518 30/07/2026,10:42:47.144340 30/07/2026
292,0,2,10:42:47.148638 30/07/2026,10:42:51.155595 30/07/2026
293,0,2,10:42:51.159829 30/07/2026,10:42:54.202036 30/07/2026
294,0,2,10:42:54.206314 30/07/2026,10:42:59.243733 30/07/2026
295,0,2,10:42:59.247748 30/07/2026,10:43:04.273663 30/07/2026
296,0,2,10:43:04.278147 30/07/2026,10:43:04.279887 30/07/2026
297,0,2,10:43:04.283236 30/07/2026,10:43:05.294219 30/07/2026
298,0,2,10:43:05.300747 30/07/2026,10:43:08.357869 30/07/2026
299,0,2,10:43:08.362928 30/07/2026,10:43:08.364711 30/07/2026
300,0,2,10:43:08.368333 30/07/2026,10:43:10.422642 30/07/2026
301,0,2,10:43:10.430888 30/07/2026,10:43:15.482492 30/07/2026
302,0,2,10:43:15.487353 30/07/2026,10:43:16.552930 30/07/2026
303,1,2,10:43:16.559473 30/07/2026,10:43:29.808294 30/07/2026
304,0,2,10:43:29.813071 30/07/2026,10:43:33.853136 30/07/2026
305,0,2,10:43:33.858733 30/07/2026,10:43:36.883361 30/07/2026
306,0,2,10:43:36.890384 30/07/2026,10:43:40.935030 30/07/2026
307,0,2,10:43:40.941027 30/07/2026,10:43:44.995627 30/07/2026
308,0,2,10:43:45.001583 30/07/2026,10:43:45.003993 30/07/2026
309,0,2,10:43:45.006607 30/07/2026,10:43:45.008269 30/07/2026
310,0,2,10:43:45.011811 30/07/2026,10:43:48.072891 30/07/2026
311,0,2,10:43:48.077162 30/07/2026,10:43:50.104883 30/07/2026
312,0,2,10:43:50.110781 30/07/2026,10:43:52.150332 30/07/2026
313,0,2,10:43:52.153585 30/07/2026,10:43:55.220896 30/07/2026
314,1,2,10:43:55.226148 30/07/2026,10:44:05.267662 30/07/2026
315,0,2,10:44:05.275408 30/07/2026,10:44:08.307245 30/07/2026
316,0,2,10:44:08.311686 30/07/2026,10:44:09.346967 30/07/2026
317,0,2,10:44:09.353705 30/07/2026,10:44:13.364059 30/07/2026
318,0,2,10:44:13.369692 30/07/2026,10:44:18.400119 30/07/2026
319,0,2,10:44:18.404466 30/07/2026,10:44:18.406548 30/07/2026
320,0,2,10:44:18.408490 30/07/2026,10:44:23.472402 30/07/2026
321,0,2,10:44:23.476196 30/07/2026,10:44:24.504323 30/07/2026
322,0,2,10:44:24.509812 30/07/2026,10:44:24.512458 30/07/2026
323,0,2,10:44:24.516541 30/07/2026,10:44:27.523798 30/07/2026
324,0,2,10:44:27.528404 30/07/2026,10:44:32.580652 30/07/2026
325,1,2,10:44:32.584925 30/07/2026,10:44:45.633185 30/07/2026
326,0,2,10:44:45.641248 30/07/2026,10:44:47.697052 30/07/2026
327,0,2,10:44:47.702618 30/07/2026,10:44:47.704593 30/07/2026
328,0,2,10:44:47.708682 30/07/2026,10:44:48.760567 30/07/2026
329,0,2,10:44:48.765327 30/07/2026,10:44:48.767304 30/07/2026
330,0,2,10:44:48.771040 30/07/2026,10:44:53.798348 30/07/2026
331,2,2,10:44:53.802791 30/07/2026,10:45:43.477158 30/07/2026
332,0,2,10:45:43.483976 30/07/2026,10:45:43.486102 30/07/2026
333,0,2,10:45:43.490220 30/07/2026,10:45:48.539510 30/07/2026
334,0,2,10:45:48.545552 30/07/2026,10:45:52.595998 30/07/2026
335,0,2,10:45:52.600860 30/07/2026,10:45:56.625641 30/07/2026
336,0,2,10:45:56.629779 30/07/2026,10:45:56.631303 30/07/2026
337,1,2,10:45:56.634284 30/07/2026,10:46:07.831870 30/07/2026
338,0,2,10:46:07.838451 30/07/2026,10:46:07.840128 30/07/2026
339,0,2,10:46:07.843686 30/07/2026,10:46:11.854080 30/07/2026
340,0,2,10:46:11.857970 30/07/2026,10:46:16.863266 30/07/2026
341,0,2,10:46:16.868987 30/07/2026,10:46:17.905531 30/07/2026
342,0,2,10:46:17.910534 30/07/2026,10:46:19.919817 30/07/2026
343,0,2,10:46:19.924071 30/07/2026,10:46:21.967569 30/07/2026
344,0,2,10:46:21.971741 30/07/2026,10:46:27.018530 30/07/2026
345,0,2,10:46:27.024484 30/07/2026,10:46:28.031422 30/07/2026
346,0,2,10:46:28.036608 30/07/2026,10:46:28.038584 30/07/2026
347,0,2,10:46:28.041809 30/07/2026,10:46:31.086494 30/07/2026
348,1,2,10:46:31.092136 30/07/2026,10:46:44.415044 30/07/2026
349,0,2,10:46:44.423443 30/07/2026,10:46:49.460123 30/07/2026
350,0,2,10:46:49.464574 30/07/2026,10:46:49.466246 30/07/2026
351,0,2,10:46:49.469767 30/07/2026,10:46:49.471220 30/07/2026
352,0,2,10:46:49.473518 30/07/2026,10:46:51.485575 30/07/2026
353,0,2,10:46:51.494204 30/07/2026,10:46:54.505123 30/07/2026
354,0,2,10:46:54.510577 30/07/2026,10:46:54.512644 30/07/2026
355,0,2,10:46:54.515576 30/07/2026,10:46:56.518925 30/07/2026
356,0,2,10:46:56.524808 30/07/2026,10:46:57.581956 30/07/2026
357,0,2,10:46:57.587815 30/07/2026,10:47:02.633083 30/07/2026
358,0,2,10:47:02.638117 30/07/2026,10:47:06.669545 30/07/2026
359,1,2,10:47:06.673362 30/07/2026,10:47:21.914604 30/07/2026
360,0,2,10:47:21.921801 30/07/2026,10:47:26.958203 30/07/2026
361,0,2,10:47:26.964212 30/07/2026,10:47:28.999507 30/07/2026
362,0,2,10:47:29.003036 30/07/2026,10:47:29.004639 30/07/2026
363,0,2,10:47:29.007621 30/07/2026,10:47:30.055594 30/07/2026
364,0,2,10:47:30.058840 30/07/2026,10:47:32.117039 30/07/2026
365,0,2,10:47:32.120949 30/07/2026,10:47:32.122466 30/07/2026
366,0,2,10:47:32.126159 30/07/2026,10:47:32.127653 30/07/2026
